po_id,material_id,vendor_id,order_date,delivery_date,quantity
PO102004,M0032,V009,08-02-2025,11-03-2025,477
PO102005,M0168,V022,20-06-2025,24-07-2025,300
PO102006,M0171,V012,13-03-2025,08-04-2025,290
PO102007,M0074,V041,29-06-2025,14-07-2025,77
PO102008,M0107,V049,09-01-2025,06-02-2025,298
PO102009,M0046,V045,22-03-2025,15-04-2025,137
PO102010,M0126,V021,05-01-2025,25-02-2025,106
PO102011,M0177,V043,08-01-2025,02-02-2025,95
PO102012,M0166,V031,12-10-2025,05-12-2025,135
PO102013,M0063,V005,18-01-2025,28-02-2025,68
PO102014,M0008,V022,02-04-2025,15-05-2025,147
PO102015,M0031,V002,05-03-2025,15-03-2025,490
PO102016,M0196,V039,21-02-2025,01-03-2025,478
PO102017,M0071,V038,04-10-2025,18-10-2025,159
PO102018,M0127,V029,03-01-2025,18-01-2025,384
PO102019,M0018,V025,11-05-2025,03-07-2025,163
PO102020,M0154,V033,01-02-2026,17-03-2026,441
PO102021,M0191,V041,09-04-2025,17-04-2025,341
PO102022,M0093,V048,28-11-2025,15-01-2026,189
PO102023,M0149,V015,07-01-2025,,415
PO102024,M0124,V033,07-03-2025,29-03-2025,339
PO102025,M0145,V038,06-02-2025,11-03-2025,95
PO102026,M0112,V046,07-06-2025,24-07-2025,181
PO102027,M0067,V001,23-04-2026,25-05-2026,288
PO102028,M0161,V015,05-02-2025,13-03-2025,322
PO102029,M0176,V002,08-05-2025,20-06-2025,187
PO102030,M0122,V040,27-01-2025,01-03-2025,372
PO102031,M0178,V049,10-04-2025,11-05-2025,138
PO102032,M0031,V008,16-03-2025,07-04-2025,130
PO102033,M0096,V020,06-03-2026,24-03-2026,194
PO102034,M0132,V016,23-04-2025,15-06-2025,316
PO102035,M0188,V048,21-02-2025,30-03-2025,472
PO102036,M0148,V028,15-01-2025,27-01-2025,273
PO102037,M0005,V049,20-01-2025,16-02-2025,352
PO102038,M0067,V016,31-01-2025,04-03-2025,144
PO102039,M0042,V040,04-02-2025,16-02-2025,16
PO102040,M0149,V006,17-08-2025,09-09-2025,302
PO102041,M0015,V004,09-04-2025,27-05-2025,423
PO102042,M0038,V009,30-03-2025,17-05-2025,245
PO102043,M0082,V024,15-01-2025,26-02-2025,415
PO102044,M0119,V032,25-08-2025,30-09-2025,107
PO102045,M0178,V019,03-06-2025,11-07-2025,88
PO102046,M0035,V013,09-01-2025,25-02-2025,129
PO102047,M0092,V010,28-05-2025,21-06-2025,395
PO102048,M0042,V025,05-04-2025,12-04-2025,375
PO102049,M0014,V014,11-01-2025,30-01-2025,341
PO102050,M0070,V042,15-03-2025,14-04-2025,4
PO102051,M0093,V003,21-03-2025,,327
PO102052,M0108,V016,22-01-2025,30-01-2025,410
PO102053,M0163,V047,16-12-2025,21-12-2025,367
PO102054,M0092,V039,16-08-2025,03-09-2025,306
PO102055,M0013,V029,13-05-2025,06-06-2025,396
PO102056,M0075,V048,16-03-2025,03-04-2025,95
PO102057,M0075,V022,05-03-2025,28-04-2025,209
PO102058,M0136,V009,07-05-2025,20-05-2025,225
PO102059,M0164,V018,05-04-2025,28-05-2025,459
PO102060,M0020,V021,08-01-2025,29-01-2025,348
PO102061,M0132,V042,28-03-2025,20-04-2025,480
PO102062,M0050,BAD,17-07-2025,11-08-2025,321
PO102063,M0197,V049,15-03-2025,27-03-2025,47
PO102064,M0161,V003,07-01-2025,12-01-2025,476
PO102065,M0047,V034,05-07-2025,10-08-2025,181
PO102066,M0196,BAD,27-01-2025,,106
PO102067,M0025,V027,05-02-2025,09-03-2025,199
PO102068,M0154,V042,22-01-2025,07-02-2025,386
PO102069,M0193,,18-02-2025,03-03-2025,106
PO102070,M0043,V019,19-06-2025,18-07-2025,280
PO102071,M0140,V049,29-03-2025,07-05-2025,260
PO102072,M0083,V002,28-01-2025,19-03-2025,108
PO102073,M0081,V015,10-09-2025,29-09-2025,19
PO102074,M0176,V047,12-09-2025,19-10-2025,410
PO102075,M0078,V022,03-09-2025,13-10-2025,459
PO102076,M0070,V022,02-02-2025,01-04-2025,296
PO102077,M0176,V016,14-03-2025,30-04-2025,306
PO102078,M0179,V014,19-05-2026,14-07-2026,171
PO102079,M0177,V035,27-06-2025,24-07-2025,331
PO102080,M0093,V004,04-01-2025,13-01-2025,493
PO102081,M0025,V043,09-01-2025,08-02-2025,195
PO102082,M0137,V016,16-03-2025,15-05-2025,12
PO102083,M0149,NULL,15-10-2025,06-12-2025,195
PO102084,M0091,V044,03-04-2025,10-04-2025,490
PO102085,M0037,V045,24-03-2025,25-04-2025,283
PO102086,M0004,V047,14-01-2025,20-01-2025,369
PO102087,M0036,V015,09-05-2025,12-06-2025,182
PO102088,M0133,V039,27-07-2025,05-08-2025,450
PO102089,M0073,V025,27-02-2025,28-04-2025,305
PO102090,M0096,V034,29-06-2025,24-07-2025,144
PO102091,M0200,V021,05-02-2026,18-03-2026,386
PO102092,M0125,V012,28-01-2025,01-03-2025,316
PO102093,M0106,V029,30-03-2025,10-05-2025,182
PO102094,M0088,V041,10-02-2025,12-03-2025,30
PO102095,M0042,V001,08-07-2025,,84
PO102096,M0027,V005,14-04-2025,29-05-2025,166
PO102097,M0056,V032,01-05-2025,01-06-2025,284
PO102098,M0040,V005,11-07-2025,03-08-2025,281
PO102099,M0129,V013,02-03-2025,14-03-2025,96
PO102100,M0057,V004,23-10-2025,22-11-2025,381
PO102101,M0049,V041,02-04-2025,08-04-2025,266
PO102102,M0144,V010,21-01-2025,15-02-2025,444
PO102103,M0158,V014,23-05-2025,07-06-2025,298
PO102104,M0177,V009,09-07-2025,03-09-2025,296
PO102105,M0135,V006,15-02-2025,31-03-2025,225
PO102106,M0137,V012,22-08-2025,25-09-2025,333
PO102107,M0183,V038,11-10-2025,08-12-2025,361
PO102108,M0142,V036,08-02-2025,29-03-2025,374
PO102109,M0180,BAD,08-05-2026,05-06-2026,42
PO102110,M0194,V014,19-01-2025,29-01-2025,303
PO102111,M0030,V016,28-01-2025,01-03-2025,421
PO102112,M0107,V033,25-01-2025,25-03-2025,246
PO102113,M0118,V006,27-09-2025,08-10-2025,208
PO102114,M0020,V028,08-05-2025,28-05-2025,237
PO102115,M0030,V047,20-01-2025,21-02-2025,22
PO102116,M0034,V030,11-03-2025,22-04-2025,185
PO102117,M0005,V020,25-04-2025,25-05-2025,468
PO102118,M0123,V011,11-01-2025,18-02-2025,242
PO102119,M0090,V047,14-09-2025,24-09-2025,363
PO102120,M0080,V013,15-07-2025,14-08-2025,283
PO102121,M0177,V016,26-03-2025,25-05-2025,41
PO102122,M0093,V028,14-02-2026,10-03-2026,336
PO102123,M0036,V012,06-03-2025,27-04-2025,162
PO102124,M0114,V039,13-05-2026,08-06-2026,160
PO102125,M0153,V016,13-05-2025,01-06-2025,474
PO102126,M0134,V020,01-05-2025,27-05-2025,89
PO102127,M0196,V019,22-01-2025,17-03-2025,322
PO102128,M0088,V037,14-09-2025,29-09-2025,12
PO102129,M0045,V029,08-03-2025,17-03-2025,424
PO102130,M0182,V041,22-01-2025,28-02-2025,73
PO102131,M0078,V013,02-01-2025,16-02-2025,76
PO102132,M0008,V018,09-04-2025,21-04-2025,346
PO102133,M0191,BAD,31-03-2025,08-05-2025,201
PO102134,M0031,V031,02-06-2025,09-07-2025,10
PO102135,M0057,V006,23-09-2025,10-10-2025,352
PO102136,M0033,V024,10-01-2025,05-03-2025,226
PO102137,M0178,V026,07-06-2025,04-07-2025,176
PO102138,M0037,V025,25-01-2025,21-02-2025,276
PO102139,M0177,V011,23-08-2025,13-10-2025,39
PO102140,M0059,V031,25-07-2025,20-09-2025,60
PO102141,M0079,V029,04-04-2025,20-05-2025,66
PO102142,M0033,V028,29-05-2025,25-07-2025,321
PO102143,M0054,V033,15-02-2025,01-03-2025,435
PO102144,M0034,V040,18-03-2025,07-04-2025,124
PO102145,M0021,V048,26-07-2025,06-08-2025,164
PO102146,M0109,V028,15-03-2025,29-03-2025,408
PO102147,M0177,V049,23-02-2025,16-03-2025,411
PO102148,M0196,V010,23-03-2025,09-04-2025,386
PO102149,M0029,,31-07-2025,16-08-2025,159
PO102150,M0020,BAD,18-02-2025,02-04-2025,57
PO102151,M0005,V031,23-01-2025,06-02-2025,78
PO102152,M0199,V002,30-05-2025,22-07-2025,194
PO102153,M0124,V049,29-07-2025,20-09-2025,285
PO102154,M0194,V025,13-01-2025,28-02-2025,15
PO102155,M0111,V028,02-02-2025,11-02-2025,12
PO102156,M0011,V006,19-01-2025,04-02-2025,101
PO102157,M0051,V049,21-02-2025,16-04-2025,156
PO102158,M0028,V020,13-03-2025,27-04-2025,340
PO102159,M0009,V039,15-06-2025,21-07-2025,125
PO102160,M0169,V035,07-05-2025,10-06-2025,359
PO102161,M0132,V010,27-04-2025,19-06-2025,280
PO102162,M0152,V036,22-02-2025,04-04-2025,405
PO102163,M0016,V047,10-08-2025,02-10-2025,394
PO102164,M0121,V012,18-03-2025,29-04-2025,110
PO102165,M0031,V017,10-04-2026,13-05-2026,334
PO102166,M0065,V025,01-05-2025,18-06-2025,357
PO102167,M0012,V030,17-01-2025,27-02-2025,146
PO102168,M0017,V020,16-05-2025,01-07-2025,216
PO102169,M0078,V030,17-02-2025,03-04-2025,398
PO102170,M0171,V019,20-05-2025,03-07-2025,162
PO102171,M0003,V025,09-01-2025,03-02-2025,128
PO102172,M0194,V036,24-01-2025,25-03-2025,314
PO102173,M0025,V039,21-08-2025,05-10-2025,332
PO102174,M0032,V031,31-01-2025,25-02-2025,150
PO102175,M0155,V005,06-08-2025,20-08-2025,454
PO102176,M0053,V022,09-02-2025,14-03-2025,36
PO102177,M0151,V009,04-05-2025,13-05-2025,173
PO102178,M0052,V046,23-05-2025,27-06-2025,420
PO102179,M0048,V031,28-03-2025,30-04-2025,22
PO102180,M0172,V013,13-02-2025,30-03-2025,206
PO102181,M0090,V010,29-01-2025,22-02-2025,127
PO102182,M0008,V013,05-01-2025,01-03-2025,336
PO102183,M0024,V001,13-02-2025,07-03-2025,445
PO102184,M0038,V001,08-05-2025,19-06-2025,356
PO102185,M0192,V033,01-12-2025,,440
PO102186,M0072,V047,03-09-2025,30-09-2025,217
PO102187,M0149,V047,24-06-2025,31-07-2025,96
PO102188,M0090,V024,06-07-2025,15-07-2025,417
PO102189,M0091,V032,12-05-2025,05-06-2025,429
PO102190,M0042,V026,06-02-2025,12-03-2025,164
PO102191,M0129,V027,13-10-2025,15-11-2025,148
PO102192,M0200,V026,14-05-2025,21-05-2025,18
PO102193,M0187,V048,09-04-2025,17-04-2025,294
PO102194,M0157,V024,15-01-2025,12-02-2025,195
PO102195,M0062,V025,13-03-2025,10-05-2025,151
PO102196,M0130,V032,16-03-2025,08-04-2025,480
PO102197,M0146,V020,28-08-2025,06-09-2025,365
PO102198,M0018,V042,05-04-2025,21-05-2025,123
PO102199,M0026,V038,27-02-2025,28-04-2025,400
PO102200,M0149,V005,28-03-2026,26-05-2026,187
PO102201,M0196,V027,15-01-2025,25-01-2025,453
PO102202,M0004,V003,07-03-2025,20-04-2025,452
PO102203,M0136,V008,06-01-2025,18-02-2025,149
PO102204,M0056,V025,11-06-2025,18-07-2025,104
PO102205,M0184,V037,28-10-2025,26-11-2025,243
PO102206,M0050,V011,09-02-2025,15-03-2025,462
PO102207,M0073,V013,23-08-2025,04-10-2025,231
PO102208,M0044,V049,11-02-2025,23-03-2025,479
PO102209,M0194,V028,17-10-2025,11-12-2025,206
PO102210,M0138,V017,18-06-2025,09-08-2025,198
PO102211,M0002,V050,16-07-2025,23-07-2025,396
PO102212,M0186,V049,03-01-2025,05-02-2025,400
PO102213,M0026,V047,31-01-2026,28-03-2026,337
PO102214,M0055,V023,05-06-2025,16-07-2025,493
PO102215,M0130,V033,13-02-2025,31-03-2025,87
PO102216,M0182,V046,01-08-2025,18-08-2025,142
PO102217,M0122,V032,09-02-2025,06-03-2025,317
PO102218,M0094,V041,05-09-2025,18-10-2025,199
PO102219,M0179,V045,15-01-2025,19-02-2025,46
PO102220,M0151,V024,26-05-2025,02-07-2025,288
PO102221,M0048,V045,04-04-2025,18-04-2025,15
PO102222,M0113,V004,13-01-2025,21-01-2025,44
PO102223,M0173,V042,03-02-2025,08-03-2025,401
PO102224,M0028,V025,02-01-2025,13-01-2025,169
PO102225,M0047,V028,17-03-2025,12-05-2025,310
PO102226,M0091,V048,13-02-2025,12-04-2025,495
PO102227,M0098,V016,20-04-2025,16-05-2025,44
PO102228,M0109,V016,12-02-2025,03-04-2025,98
PO102229,M0055,V031,12-02-2025,22-02-2025,261
PO102230,M0132,V003,13-06-2025,20-07-2025,109
PO102231,M0059,,06-01-2025,21-02-2025,283
PO102232,M0105,V024,07-10-2025,,372
PO102233,M0029,V041,18-08-2025,25-08-2025,343
PO102234,M0195,V046,13-05-2025,02-06-2025,104
PO102235,M0081,V044,18-04-2025,07-06-2025,256
PO102236,M0032,V002,25-09-2025,28-10-2025,379
PO102237,M0120,V045,25-01-2025,27-02-2025,206
PO102238,M0029,V043,10-01-2025,17-02-2025,335
PO102239,M0134,V042,02-02-2025,12-03-2025,43
PO102240,M0035,V010,09-07-2025,22-08-2025,353
PO102241,M0127,V017,05-01-2025,20-01-2025,245
PO102242,M0196,V039,15-04-2025,13-05-2025,287
PO102243,M0093,V030,09-10-2026,06-11-2026,355
PO102244,M0181,V044,21-08-2025,13-09-2025,273
PO102245,M0074,V010,30-03-2025,28-04-2025,476
PO102246,M0143,V017,08-01-2025,08-02-2025,83
PO102247,M0185,V016,02-08-2025,25-09-2025,110
PO102248,M0011,V039,20-04-2025,16-05-2025,438
PO102249,M0022,V038,15-01-2025,04-03-2025,190
PO102250,M0084,V043,12-01-2025,24-02-2025,471
PO102251,M0127,V011,16-10-2025,24-10-2025,288
PO102252,M0030,V001,13-05-2025,07-07-2025,424
PO102253,M0099,V008,01-08-2025,15-09-2025,397
PO102254,M0073,V050,11-09-2025,27-10-2025,251
PO102255,M0117,V006,12-04-2025,08-05-2025,212
PO102256,M0154,V042,29-03-2025,07-04-2025,291
PO102257,M0189,V046,09-03-2025,04-04-2025,133
PO102258,M0080,V025,15-02-2025,26-02-2025,201
PO102259,M0176,V026,10-03-2025,19-04-2025,285
PO102260,M0114,V046,28-06-2025,15-08-2025,326
PO102261,M0058,V038,21-04-2025,20-05-2025,409
PO102262,M0142,V006,25-09-2025,18-10-2025,95
PO102263,M0105,V034,12-03-2025,02-04-2025,278
PO102264,M0075,V013,23-04-2025,13-06-2025,450
PO102265,M0110,V028,30-04-2025,28-06-2025,429
PO102266,M0049,V011,18-04-2025,04-06-2025,325
PO102267,M0018,V028,26-05-2025,08-07-2025,219
PO102268,M0122,V017,02-02-2025,03-04-2025,89
PO102269,M0174,V045,28-03-2025,11-04-2025,72
PO102270,M0095,V020,14-01-2025,09-02-2025,247
PO102271,M0046,V033,28-02-2025,10-03-2025,129
PO102272,M0004,V035,22-03-2025,03-05-2025,212
PO102273,M0173,V043,07-05-2025,23-06-2025,428
PO102274,M0126,V025,27-12-2025,10-01-2026,343
PO102275,M0173,V038,21-04-2025,18-05-2025,96
PO102276,M0027,V020,13-06-2025,07-07-2025,75
PO102277,M0102,V047,26-03-2025,11-05-2025,423
PO102278,M0113,V027,01-05-2025,19-06-2025,495
PO102279,M0134,V049,09-01-2025,25-02-2025,54
PO102280,M0169,V047,05-02-2025,07-03-2025,344
PO102281,M0174,V006,23-02-2025,08-03-2025,459
PO102282,M0022,V007,18-03-2025,30-04-2025,413
PO102283,M0031,V041,06-01-2025,25-02-2025,54
PO102284,M0037,V037,19-01-2025,29-01-2025,218
PO102285,M0102,V050,08-02-2025,04-03-2025,16
PO102286,M0103,NULL,04-03-2026,,99
PO102287,M0178,V023,18-02-2025,19-03-2025,20
PO102288,M0152,,20-03-2025,05-05-2025,46
PO102289,M0027,V010,27-01-2025,23-03-2025,451
PO102290,M0190,V018,24-04-2025,20-05-2025,193
PO102291,M0044,V048,09-02-2025,07-04-2025,383
PO102292,M0017,V014,28-01-2025,10-02-2025,58
PO102293,M0094,V048,29-03-2025,15-05-2025,437
PO102294,M0051,V026,01-01-2025,19-02-2025,111
PO102295,M0087,V045,01-01-2025,28-02-2025,129
PO102296,M0052,V020,30-01-2025,23-03-2025,337
PO102297,M0153,V001,05-01-2025,22-02-2025,194
PO102298,M0104,V011,14-01-2025,21-02-2025,413
PO102299,M0032,,19-02-2025,01-03-2025,340
PO102300,M0060,V032,14-07-2025,29-08-2025,326
PO102301,M0109,V001,12-04-2025,29-05-2025,8
PO102302,M0186,V007,28-03-2025,,29
PO102303,M0128,V005,11-02-2025,20-03-2025,112
PO102304,M0072,V050,19-11-2025,17-12-2025,435
PO102305,M0196,V045,02-03-2025,08-03-2025,161
PO102306,M0183,V027,11-01-2025,08-02-2025,131
PO102307,M0197,V034,26-04-2025,20-05-2025,188
PO102308,M0149,V027,15-01-2025,31-01-2025,163
PO102309,M0152,V042,20-02-2025,10-03-2025,197
PO102310,M0070,V019,26-03-2025,21-04-2025,475
PO102311,M0194,V047,06-09-2025,30-10-2025,364
PO102312,M0165,V028,23-03-2025,28-04-2025,204
PO102313,M0103,V011,26-05-2025,12-06-2025,212
PO102314,M0092,V012,16-08-2026,04-09-2026,109
PO102315,M0122,V024,17-01-2025,30-01-2025,276
PO102316,M0171,V012,08-02-2025,22-02-2025,73
PO102317,M0155,V046,02-03-2025,11-03-2025,167
PO102318,M0104,V009,07-03-2025,30-03-2025,260
PO102319,M0125,V013,05-03-2025,03-05-2025,243
PO102320,M0131,V032,13-10-2025,07-12-2025,275
PO102321,M0072,V012,31-05-2025,11-06-2025,102
PO102322,M0038,V033,23-04-2025,30-05-2025,475
PO102323,M0197,V008,14-02-2025,09-04-2025,173
PO102324,M0117,V029,28-07-2025,05-09-2025,171
PO102325,M0028,V037,08-01-2026,07-03-2026,141
PO102326,M0032,,26-07-2025,,397
PO102327,M0065,V014,01-01-2025,08-02-2025,188
PO102328,M0126,V012,02-05-2025,,441
PO102329,M0128,V013,07-01-2025,23-02-2025,86
PO102330,M0060,V004,05-02-2025,03-03-2025,476
PO102331,M0161,V048,08-01-2025,03-03-2025,52
PO102332,M0035,V012,22-04-2025,05-06-2025,111
PO102333,M0008,NULL,20-05-2025,02-06-2025,437
PO102334,M0026,V049,15-01-2025,27-02-2025,365
PO102335,M0189,V013,28-02-2025,29-03-2025,342
PO102336,M0014,V017,15-03-2025,29-03-2025,43
PO102337,M0018,V027,25-02-2025,12-03-2025,211
PO102338,M0128,V029,16-01-2025,01-02-2025,456
PO102339,M0174,V041,07-03-2025,04-05-2025,200
PO102340,M0007,V040,16-06-2025,04-08-2025,298
PO102341,M0046,V007,09-01-2025,04-03-2025,346
PO102342,M0098,V041,11-01-2025,24-02-2025,240
PO102343,M0155,V011,22-02-2025,19-04-2025,115
PO102344,M0174,V006,08-12-2025,23-12-2025,26
PO102345,M0084,V019,13-05-2025,03-07-2025,407
PO102346,M0040,V006,17-05-2025,19-06-2025,299
PO102347,M0078,V025,23-02-2025,02-03-2025,77
PO102348,M0160,V008,19-04-2025,20-05-2025,412
PO102349,M0160,V018,02-01-2025,30-01-2025,137
PO102350,M0025,V005,02-05-2025,19-06-2025,20
PO102351,M0195,V022,21-10-2025,11-12-2025,440
PO102352,M0020,V002,24-04-2025,14-05-2025,211
PO102353,M0170,V038,06-09-2025,09-10-2025,240
PO102354,M0193,V016,04-06-2025,18-07-2025,39
PO102355,M0134,V031,16-01-2025,08-02-2025,435
PO102356,M0197,V032,07-10-2025,29-11-2025,268
PO102357,M0127,V044,09-01-2025,02-03-2025,207
PO102358,M0120,V049,02-04-2025,27-05-2025,479
PO102359,M0052,V007,19-01-2025,21-02-2025,439
PO102360,M0076,V001,02-01-2025,21-01-2025,462
PO102361,M0170,V004,07-03-2025,15-04-2025,267
PO102362,M0128,V018,11-02-2025,03-03-2025,154
PO102363,M0126,V049,21-03-2025,14-04-2025,42
PO102364,M0130,V001,14-04-2025,09-06-2025,411
PO102365,M0067,V043,06-01-2025,02-03-2025,11
PO102366,M0139,V038,16-01-2025,20-02-2025,294
PO102367,M0088,BAD,09-04-2025,06-06-2025,98
PO102368,M0139,V003,20-02-2025,09-03-2025,427
PO102369,M0140,V007,06-06-2025,04-07-2025,275
PO102370,M0005,V014,07-05-2025,24-06-2025,448
PO102371,M0196,V034,13-08-2025,23-09-2025,390
PO102372,M0009,BAD,22-05-2025,24-06-2025,430
PO102373,M0111,V001,09-03-2025,12-04-2025,372
PO102374,M0031,V025,15-05-2025,08-07-2025,230
PO102375,M0099,V039,08-02-2025,03-03-2025,369
PO102376,M0116,V034,13-02-2025,08-04-2025,426
PO102377,M0081,V049,06-07-2025,04-08-2025,220
PO102378,M0097,V018,12-03-2025,18-04-2025,65
PO102379,M0114,V032,12-07-2025,19-08-2025,355
PO102380,M0118,V031,27-07-2025,27-08-2025,232
PO102381,M0010,V049,22-08-2025,06-09-2025,328
PO102382,M0009,V022,26-10-2025,22-12-2025,443
PO102383,M0046,V039,09-03-2025,26-03-2025,52
PO102384,M0143,V028,16-02-2025,13-04-2025,374
PO102385,M0169,V022,15-04-2025,28-05-2025,431
PO102386,M0200,V024,25-02-2025,10-03-2025,376
PO102387,M0078,V044,21-04-2025,,263
PO102388,M0181,V022,27-05-2025,17-06-2025,267
PO102389,M0043,V021,20-05-2025,28-05-2025,359
PO102390,M0126,,26-02-2025,13-04-2025,317
PO102391,M0111,V016,22-01-2025,26-02-2025,324
PO102392,M0035,V024,09-03-2025,08-05-2025,409
PO102393,M0080,V043,19-01-2025,16-02-2025,396
PO102394,M0184,V026,22-09-2025,01-11-2025,154
PO102395,M0100,V025,20-02-2025,03-03-2025,358
PO102396,M0125,V040,21-01-2025,12-03-2025,366
PO102397,M0196,V004,04-01-2025,04-03-2025,140
PO102398,M0029,V023,05-05-2025,12-06-2025,427
PO102399,M0146,V022,02-05-2025,30-06-2025,51
PO102400,M0173,NULL,19-02-2025,03-03-2025,117
PO102401,M0126,V007,09-01-2025,01-02-2025,421
PO102402,M0169,V001,05-03-2025,15-03-2025,46
PO102403,M0142,V030,14-02-2025,08-04-2025,309
PO102404,M0176,V045,16-05-2025,31-05-2025,88
PO102405,M0139,V026,22-04-2025,14-05-2025,208
PO102406,M0147,V047,24-02-2025,,377
PO102407,M0121,V009,30-01-2025,08-03-2025,269
PO102408,M0122,V002,16-06-2026,30-06-2026,89
PO102409,M0144,V039,14-03-2025,11-05-2025,381
PO102410,M0041,V008,20-05-2025,21-06-2025,118
PO102411,M0130,V034,19-01-2025,29-01-2025,54
PO102412,M0015,V018,21-03-2025,09-04-2025,441
PO102413,M0101,V045,04-01-2025,02-03-2025,116
PO102414,M0068,V049,26-03-2025,28-04-2025,118
PO102415,M0127,,03-02-2026,02-03-2026,260
PO102416,M0152,V016,28-02-2025,06-03-2025,75
PO102417,M0097,V024,05-01-2025,05-02-2025,480
PO102418,M0158,V029,04-01-2025,12-01-2025,305
PO102419,M0174,V040,28-02-2025,,7
PO102420,M0091,V044,21-01-2025,27-02-2025,366
PO102421,M0197,V043,03-01-2025,31-01-2025,122
PO102422,M0073,V031,19-06-2025,09-07-2025,11
PO102423,M0083,V033,15-03-2025,13-04-2025,348
PO102424,M0016,V027,10-02-2025,20-02-2025,438
PO102425,M0008,V043,04-10-2025,01-11-2025,489
PO102426,M0152,V013,15-01-2025,03-02-2025,215
PO102427,M0012,V001,10-01-2026,16-01-2026,429
PO102428,M0033,V041,15-02-2025,12-03-2025,279
PO102429,M0094,,21-09-2025,02-10-2025,498
PO102430,M0090,V021,21-04-2025,18-06-2025,28
PO102431,M0190,V002,30-07-2025,18-09-2025,235
PO102432,M0150,V041,12-05-2026,27-06-2026,367
PO102433,M0007,V024,10-02-2025,08-03-2025,313
PO102434,M0196,V003,25-01-2026,21-03-2026,26
PO102435,M0161,NULL,01-03-2025,15-03-2025,409
PO102436,M0088,V048,28-02-2025,13-03-2025,54
PO102437,M0098,V021,19-02-2025,26-02-2025,29
PO102438,M0025,V044,04-04-2025,27-04-2025,467
PO102439,M0110,V029,21-01-2025,20-03-2025,353
PO102440,M0089,V015,07-04-2025,12-05-2025,164
PO102441,M0092,V039,04-04-2025,23-05-2025,270
PO102442,M0106,V032,22-06-2025,19-08-2025,334
PO102443,M0090,V026,04-08-2025,17-08-2025,35
PO102444,M0015,V048,11-03-2025,03-05-2025,286
PO102445,M0170,V040,13-02-2025,04-04-2025,348
PO102446,M0063,BAD,06-02-2025,13-03-2025,273
PO102447,M0064,V006,26-01-2025,28-02-2025,451
PO102448,M0061,V023,08-01-2025,21-02-2025,208
PO102449,M0166,V028,20-02-2025,25-02-2025,238
PO102450,M0080,V031,07-02-2025,17-02-2025,414
PO102451,M0152,V043,12-02-2026,18-02-2026,93
PO102452,M0022,V045,08-04-2025,29-04-2025,173
PO102453,M0177,V007,21-02-2025,11-03-2025,79
PO102454,M0017,V047,15-04-2025,12-06-2025,110
PO102455,M0079,V025,18-01-2025,01-02-2025,217
PO102456,M0030,V019,12-03-2025,21-04-2025,435
PO102457,M0087,V039,29-04-2025,19-06-2025,358
PO102458,M0044,V013,22-03-2025,04-05-2025,106
PO102459,M0006,V046,03-03-2025,10-04-2025,47
PO102460,M0138,V010,03-09-2026,05-10-2026,181
PO102461,M0084,V034,12-09-2025,24-09-2025,64
PO102462,M0010,V037,28-04-2025,21-06-2025,246
PO102463,M0118,BAD,12-04-2025,05-05-2025,244
PO102464,M0169,V046,27-04-2025,17-05-2025,422
PO102465,M0109,V033,27-01-2025,20-02-2025,320
PO102466,M0146,V003,02-03-2025,14-03-2025,87
PO102467,M0132,V009,05-01-2025,13-01-2025,217
PO102468,M0108,V032,19-03-2025,08-04-2025,490
PO102469,M0069,BAD,04-04-2025,05-05-2025,7
PO102470,M0006,V006,01-02-2025,18-03-2025,278
PO102471,M0179,V020,04-02-2026,31-03-2026,337
PO102472,M0121,V044,16-10-2025,29-11-2025,210
PO102473,M0151,V036,03-06-2025,07-07-2025,497
PO102474,M0006,V030,02-04-2025,11-04-2025,169
PO102475,M0082,V011,02-09-2025,14-09-2025,330
PO102476,M0097,V029,17-01-2025,16-03-2025,138
PO102477,M0147,V008,07-07-2025,12-08-2025,441
PO102478,M0100,V031,16-01-2025,,391
PO102479,M0083,V043,09-07-2025,17-08-2025,496
PO102480,M0147,V035,08-02-2025,14-02-2025,381
PO102481,M0026,V016,09-09-2025,24-10-2025,306
PO102482,M0126,V016,12-12-2025,18-01-2026,230
PO102483,M0026,V014,20-01-2025,02-03-2025,475
PO102484,M0177,V011,16-03-2025,05-04-2025,308
PO102485,M0173,V049,21-04-2026,10-06-2026,161
PO102486,M0053,V043,21-03-2025,04-04-2025,1
PO102487,M0087,V045,28-08-2025,20-09-2025,236
PO102488,M0128,V006,17-04-2025,19-05-2025,437
PO102489,M0129,V007,26-02-2025,03-03-2025,188
PO102490,M0196,V028,10-02-2025,26-03-2025,418
PO102491,M0171,V046,28-01-2025,24-02-2025,4
PO102492,M0087,V002,22-06-2025,12-07-2025,401
PO102493,M0043,V011,28-02-2025,10-04-2025,132
PO102494,M0158,V021,27-03-2025,27-04-2025,427
PO102495,M0077,V025,23-03-2025,08-04-2025,218
PO102496,M0094,V050,14-04-2025,31-05-2025,260
PO102497,M0112,V018,29-08-2025,15-10-2025,1
PO102498,M0052,V015,19-04-2026,29-04-2026,71
PO102499,M0128,V047,04-03-2025,11-04-2025,478
PO102500,M0163,V017,30-07-2025,27-08-2025,178
PO102501,M0020,V043,23-06-2025,02-07-2025,457
PO102502,M0138,V031,13-04-2025,21-05-2025,189
PO102503,M0055,V043,10-01-2026,18-02-2026,291
PO102504,M0074,V008,27-01-2025,05-03-2025,8
PO102505,M0068,V043,14-01-2025,,253
