shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier
S500634,PO102643,29-06-2025,59,Local
S500635,PO101299,01-08-2025,345,FedEx
S500636,PO101722,29-03-2025,249,Rail
S500637,PO102605,02-05-2025,192,Rail
S500638,PO100898,28-01-2025,24,Rail
S500639,PO101206,11-06-2025,80,Sea
S500640,PO101535,10-03-2025,134,DHL
S500641,PO100077,02-02-2025,213,Rail
S500642,PO102831,30-05-2025,388,Local
S500643,PO102721,22-08-2025,348,Local
S500644,PO101532,27-06-2025,166,FedEx
S500645,PO100237,21-02-2025,348,UPS
S500646,PO101157,27-10-2025,337,UPS
S500647,PO101996,24-03-2026,398,DHL
S500648,PO101215,18-03-2025,71,Sea
S500649,PO100277,30-05-2025,,Sea
S500650,PO100523,06-10-2025,65,Rail
S500651,PO100179,25-03-2025,221,DHL
S500652,PO100122,11-03-2025,308,FedEx
S500653,PO101269,11-04-2025,286,FedEx
S500654,PO101757,26-04-2025,185,UPS
S500655,PO101094,09-04-2025,207,FedEx
S500656,PO100479,16-04-2025,,Rail
S500657,PO101797,09-02-2025,242,Local
S500658,PO102131,08-03-2025,158,FedEx
S500659,PO102612,22-02-2025,98,DHL
S500660,PO102666,16-02-2025,42,Rail
S500661,PO102404,27-05-2025,139,FedEx
S500662,PO100815,06-05-2025,283,Sea
S500663,PO102694,24-02-2026,227,FedEx
S500664,PO100442,23-03-2025,72,Sea
S500665,PO102570,06-03-2025,243,Rail
S500666,PO100142,13-04-2025,18,FedEx
S500667,PO100191,28-10-2025,77,Sea
S500668,PO101410,07-03-2025,45,Local
S500669,PO100377,13-03-2025,371,UPS
S500670,PO102628,15-05-2025,343,Rail
S500671,PO100534,02-07-2025,140,Sea
S500672,PO101716,26-01-2025,177,DHL
S500673,PO101032,24-02-2025,222,FedEx
S500674,PO101410,06-03-2025,92,Sea
S500675,PO102140,03-10-2025,22,Sea
S500676,PO101989,15-08-2025,172,Sea
S500677,PO102576,18-06-2026,92,UPS
S500678,PO101177,03-03-2025,,DHL
S500679,PO100404,26-03-2025,77,DHL
S500680,PO102887,09-04-2025,281,Local
S500681,PO101172,11-06-2025,364,UPS
S500682,PO100888,07-02-2025,179,Sea
S500683,PO100421,29-08-2025,238,Rail
S500684,PO101641,19-09-2025,135,UPS
S500685,PO100471,11-03-2026,365,UPS
S500686,PO102940,03-03-2025,390,DHL
S500687,PO100546,14-02-2025,280,Local
S500688,PO100630,10-07-2025,19,Local
S500689,PO101037,05-07-2025,83,UPS
S500690,PO102825,08-09-2025,228,UPS
S500691,PO101829,07-04-2025,371,FedEx
S500692,PO100363,26-04-2025,265,Sea
S500693,PO102166,03-07-2025,112,DHL
S500694,PO100545,25-03-2025,251,Sea
S500695,PO102569,16-12-2025,164,Rail
S500696,PO100633,28-04-2025,358,Rail
S500697,PO101936,13-04-2025,168,Local
S500698,PO101680,20-03-2025,221,DHL
S500699,PO100962,02-03-2025,304,Sea
S500700,PO100882,11-02-2025,191,Local
S500701,PO102827,15-03-2025,325,Rail
S500702,PO100870,16-04-2025,170,UPS
S500703,PO100515,25-02-2025,375,DHL
S500704,PO102985,05-03-2026,45,DHL
S500705,PO101420,05-04-2025,381,Sea
S500706,PO100865,10-05-2025,14,FedEx
S500707,PO102153,18-09-2025,231,Sea
S500708,PO101108,05-08-2025,157,UPS
S500709,PO100213,19-02-2025,,UPS
S500710,PO102897,29-03-2025,391,Local
S500711,PO102244,24-09-2025,37,DHL
S500712,PO100018,22-03-2025,53,Local
S500713,PO100641,02-04-2025,18,UPS
S500714,PO101104,23-11-2026,38,FedEx
S500715,PO100329,11-04-2025,187,DHL
S500716,PO100865,02-05-2025,385,UPS
S500717,PO100773,13-05-2025,196,FedEx
S500718,PO100391,08-04-2025,243,Sea
S500719,PO100636,16-05-2025,300,Rail
S500720,PO102354,17-07-2025,303,UPS
S500721,PO102942,23-02-2025,35,Rail
S500722,PO102699,22-07-2025,215,Local
S500723,PO102888,31-08-2025,219,Rail
S500724,PO101025,12-04-2025,316,UPS
S500725,PO102567,18-03-2025,90,Rail
S500726,PO101674,18-08-2025,308,DHL
S500727,PO102683,28-03-2025,252,UPS
S500728,PO100739,22-03-2025,8,FedEx
S500729,PO101545,23-04-2025,256,Rail
S500730,PO100468,03-04-2025,363,DHL
S500731,PO102259,23-04-2025,208,Local
S500732,PO101135,23-02-2025,131,Local
S500733,PO101031,02-06-2025,224,Rail
S500734,PO102851,10-03-2025,197,Local
S500735,PO102524,01-09-2025,142,FedEx
S500736,PO100873,27-04-2025,252,UPS
S500737,PO100459,13-02-2025,96,DHL
S500738,PO102300,05-09-2025,26,Sea
S500739,PO101549,02-06-2025,111,Rail
S500740,PO100751,21-12-2025,123,Local
S500741,PO101461,13-06-2025,186,UPS
S500742,PO101777,14-04-2025,168,Sea
S500743,PO100853,22-10-2025,51,FedEx
S500744,PO102283,16-03-2025,379,Local
S500745,PO101329,22-04-2025,5,Local
S500746,PO100477,19-04-2025,77,DHL
S500747,PO102726,18-03-2025,160,FedEx
S500748,PO102263,20-04-2025,208,FedEx
S500749,PO102902,08-03-2025,257,Rail
S500750,PO100134,15-01-2026,205,Sea
S500751,PO102952,25-07-2025,255,DHL
S500752,PO101152,30-07-2025,11,Rail
S500753,PO100409,23-02-2025,8,DHL
S500754,PO101445,02-04-2025,32,FedEx
S500755,PO101317,09-07-2025,28,DHL
S500756,PO101269,23-04-2025,206,DHL
S500757,PO101579,12-05-2025,387,DHL
S500758,PO100085,08-05-2025,228,UPS
S500759,PO102603,31-03-2025,128,UPS
S500760,PO101865,07-05-2025,255,Sea
S500761,PO101469,29-07-2025,212,Sea
S500762,PO100377,23-02-2025,239,FedEx
S500763,PO101680,06-04-2025,207,DHL
S500764,PO101074,20-07-2026,318,FedEx
S500765,PO100241,13-02-2026,283,UPS
S500766,PO100919,10-03-2025,245,DHL
S500767,PO101586,22-06-2025,45,Rail
S500768,PO102313,10-06-2025,105,UPS
S500769,PO102759,03-03-2025,348,UPS
S500770,PO101271,06-10-2025,281,UPS
S500771,PO100069,04-08-2026,234,DHL
S500772,PO102104,18-09-2025,189,Sea
S500773,PO101405,25-04-2025,44,Local
S500774,PO102086,22-01-2025,225,Rail
S500775,PO102007,02-08-2025,142,Rail
S500776,PO100800,03-08-2025,136,FedEx
S500777,PO101041,15-08-2025,176,DHL
S500778,PO102779,27-03-2025,142,Sea
S500779,PO100824,05-05-2025,80,UPS
S500780,PO100755,20-08-2025,82,Local
S500781,PO102399,01-07-2025,135,DHL
S500782,PO101995,26-05-2025,207,DHL
S500783,PO101839,28-03-2025,344,Sea
S500784,PO101321,27-02-2025,177,Local
S500785,PO102330,07-03-2025,383,UPS
S500786,PO101609,25-05-2025,243,DHL
S500787,PO100109,05-02-2025,55,Rail
S500788,PO101016,23-02-2025,141,Rail
S500789,PO101961,03-04-2025,56,Local
S500790,PO102591,19-08-2025,15,UPS
S500791,PO101769,06-05-2025,185,Local
S500792,PO100024,23-04-2025,314,DHL
S500793,PO100842,11-04-2025,88,Rail
S500794,PO102838,10-08-2025,97,FedEx
S500795,PO100737,23-08-2025,144,Local
S500796,PO102104,31-08-2025,8,FedEx
S500797,PO100179,22-03-2025,215,FedEx
S500798,PO100231,19-04-2025,173,Sea
S500799,PO101917,21-06-2025,223,Rail
S500800,PO100342,09-04-2025,40,Local
S500801,PO100476,02-03-2025,182,FedEx
S500802,PO101822,08-05-2025,270,DHL
S500803,PO102623,22-12-2025,187,Sea
S500804,PO100454,19-02-2025,245,UPS
S500805,PO101255,25-04-2025,309,Sea
S500806,PO100288,08-04-2025,231,UPS
S500807,PO101236,08-09-2025,383,Rail
S500808,PO102305,27-03-2025,155,Local
S500809,PO100529,18-10-2025,175,Local
S500810,PO102734,28-12-2025,336,UPS
S500811,PO102976,16-09-2025,115,DHL
S500812,PO102276,17-07-2025,390,UPS
S500813,PO100595,05-05-2025,311,UPS
S500814,PO100434,19-02-2025,300,Local
S500815,PO100881,02-08-2025,18,FedEx
S500816,PO101781,17-11-2025,272,DHL
S500817,PO100401,21-11-2025,12,Local
S500818,PO102669,04-04-2025,301,Sea
S500819,PO102135,10-10-2025,192,UPS
S500820,PO102631,25-07-2025,232,FedEx
S500821,PO101565,04-05-2025,93,DHL
S500822,PO100308,03-08-2025,218,Rail
S500823,PO102953,08-05-2025,278,DHL
S500824,PO100342,25-03-2025,353,DHL
S500825,PO100435,17-06-2025,303,UPS
S500826,PO100176,04-07-2025,29,UPS
S500827,PO100138,23-03-2025,301,Rail
S500828,PO100193,04-06-2025,77,Rail
S500829,PO101184,09-03-2025,9,Rail
S500830,PO100942,30-05-2025,24,Local
S500831,PO100524,28-08-2025,15,Local
S500832,PO101624,15-02-2025,164,UPS
S500833,PO102962,01-05-2025,13,UPS
S500834,PO102257,22-04-2025,347,Rail
S500835,PO100740,12-04-2025,172,Local
S500836,PO100861,17-05-2025,357,FedEx
S500837,PO100953,30-10-2025,327,Local
S500838,PO101302,23-01-2025,200,UPS
S500839,PO101274,16-05-2025,378,Local
S500840,PO101743,19-01-2025,76,UPS
S500841,PO102880,19-03-2025,164,Rail
S500842,PO102187,03-08-2025,372,Rail
S500843,PO100791,28-06-2025,61,Rail
S500844,PO100545,11-03-2025,245,FedEx
S500845,PO101844,20-01-2026,382,FedEx
S500846,PO101016,02-03-2025,155,UPS
S500847,PO101927,13-04-2025,257,DHL
S500848,PO101553,31-10-2025,,Sea
S500849,PO100056,28-02-2025,162,FedEx
S500850,PO102159,01-08-2025,68,UPS
S500851,PO100004,10-02-2025,344,Local
S500852,PO101437,10-07-2025,277,Rail
S500853,PO101362,13-06-2025,161,Rail
S500854,PO101820,14-03-2025,391,Rail
S500855,PO101282,11-05-2025,259,UPS
S500856,PO102137,06-07-2025,307,Rail
S500857,PO102663,12-07-2025,335,FedEx
S500858,PO102938,14-01-2026,95,Local
S500859,PO102745,16-08-2025,246,Rail
S500860,PO101273,25-02-2025,221,UPS
S500861,PO102945,22-02-2025,123,Local
S500862,PO101131,10-06-2025,187,Rail
S500863,PO100667,17-03-2025,262,DHL
S500864,PO102641,20-02-2025,273,Rail
S500865,PO102636,17-02-2026,373,Sea
S500866,PO102532,06-03-2025,60,FedEx
S500867,PO101281,30-06-2025,125,Local
S500868,PO102686,19-02-2025,337,FedEx
S500869,PO100996,22-12-2025,341,DHL
S500870,PO101926,30-05-2025,51,DHL
S500871,PO100281,24-02-2025,178,Sea
S500872,PO101227,26-03-2025,139,FedEx
S500873,PO102063,30-03-2025,327,Local
S500874,PO100935,21-03-2025,170,DHL
S500875,PO100253,03-04-2025,39,DHL
S500876,PO101211,11-05-2025,69,Rail
S500877,PO100328,10-05-2025,236,Sea
S500878,PO102591,23-08-2025,48,UPS
S500879,PO102830,01-05-2025,381,DHL
S500880,PO101420,13-04-2025,57,Local
S500881,PO101540,05-07-2025,277,Local
S500882,PO102892,21-05-2025,338,Rail
S500883,PO101192,12-03-2025,99,Local
S500884,PO101716,07-02-2025,15,Rail
S500885,PO102413,06-03-2025,325,DHL
S500886,PO101201,07-02-2025,179,DHL
S500887,PO100654,06-05-2025,332,DHL
S500888,PO101385,01-03-2025,62,DHL
S500889,PO100759,31-08-2025,119,UPS
S500890,PO102686,19-02-2025,37,Sea
S500891,PO101798,03-03-2025,134,Sea
S500892,PO101063,08-04-2025,26,UPS
S500893,PO102971,08-02-2025,8,DHL
S500894,PO100415,27-03-2025,4,Local
S500895,PO100254,26-02-2025,21,Rail
S500896,PO101166,25-09-2025,149,Sea
S500897,PO101876,17-06-2025,25,FedEx
S500898,PO102757,21-11-2025,143,Rail
S500899,PO102624,08-04-2025,245,FedEx
S500900,PO100899,06-03-2025,43,FedEx
S500901,PO102058,04-06-2025,293,DHL
S500902,PO100025,19-07-2025,185,FedEx
S500903,PO100420,20-05-2025,42,DHL
S500904,PO101244,27-07-2025,92,UPS
S500905,PO101876,18-06-2025,,Local
S500906,PO102543,30-06-2025,398,FedEx
S500907,PO101260,03-04-2025,324,Local
S500908,PO102284,01-02-2025,53,DHL
S500909,PO101008,11-04-2025,84,FedEx
S500910,PO100218,10-07-2025,34,Rail
S500911,PO101510,06-08-2025,76,UPS
S500912,PO101959,03-08-2025,353,Sea
S500913,PO102508,05-09-2025,197,UPS
S500914,PO100662,26-05-2025,286,FedEx
S500915,PO102682,28-01-2025,88,UPS
S500916,PO100989,05-09-2025,235,Sea
S500917,PO100188,20-05-2025,232,Rail
S500918,PO100254,08-02-2025,7,Local
S500919,PO100067,23-08-2025,292,Rail
S500920,PO100615,07-12-2025,,UPS
S500921,PO102383,05-04-2025,52,Sea
S500922,PO102718,05-10-2025,143,Local
S500923,PO102868,12-03-2025,396,Sea
S500924,PO100873,26-04-2025,221,Rail
S500925,PO102347,04-03-2025,240,DHL
S500926,PO101625,28-07-2025,143,DHL
S500927,PO100356,06-03-2025,349,Local
S500928,PO100255,02-06-2025,363,Local
S500929,PO101007,15-10-2025,382,Local
S500930,PO102400,01-03-2025,49,DHL
S500931,PO101755,10-08-2025,277,Rail
S500932,PO102571,20-12-2025,271,Local
S500933,PO102997,02-04-2025,14,DHL
S500934,PO102803,24-02-2026,298,Local
S500935,PO100283,12-03-2025,15,Local
S500936,PO100098,08-02-2025,234,Sea
S500937,PO100196,17-06-2025,63,Local
S500938,PO102529,03-03-2027,196,DHL
S500939,PO100877,31-05-2025,,Rail
S500940,PO101868,24-03-2025,93,DHL
S500941,PO102662,07-03-2025,105,DHL
S500942,PO102665,22-03-2025,309,Local
S500943,PO101388,23-04-2026,52,Sea
S500944,PO102415,28-02-2026,319,FedEx
S500945,PO100569,05-05-2025,181,FedEx
S500946,PO102637,20-07-2025,57,FedEx
S500947,PO101065,13-08-2025,120,DHL
S500948,PO100421,18-08-2025,308,Local
S500949,PO102883,28-02-2025,363,FedEx
S500950,PO101204,24-04-2025,43,UPS
S500951,PO100544,10-06-2025,135,UPS
S500952,PO100070,29-08-2025,373,UPS
S500953,PO101223,08-02-2026,,Rail
S500954,PO100767,25-10-2025,197,Local
S500955,PO102354,31-07-2025,133,DHL
S500956,PO101706,12-06-2025,255,DHL
S500957,PO102424,09-03-2025,220,Local
S500958,PO100654,09-05-2025,336,Sea
S500959,PO102725,08-03-2025,41,Sea
S500960,PO102446,20-03-2025,388,Rail
S500961,PO101796,02-07-2025,255,Local
S500962,PO100220,01-06-2025,2,Sea
S500963,PO100181,28-02-2025,195,Rail
S500964,PO100306,30-05-2025,242,FedEx
S500965,PO102569,20-12-2025,149,FedEx
S500966,PO101419,07-01-2026,198,Rail
S500967,PO101013,03-02-2025,299,Local
S500968,PO102051,10-05-2025,245,FedEx
S500969,PO102910,08-04-2025,338,Local
S500970,PO100847,26-01-2027,108,Sea
S500971,PO100803,10-05-2025,393,FedEx
S500972,PO100214,04-07-2025,212,Sea
S500973,PO101443,30-04-2025,156,Local
S500974,PO100100,08-03-2025,26,Local
S500975,PO100572,09-04-2025,82,UPS
S500976,PO101332,09-03-2025,83,Rail
S500977,PO100657,09-05-2025,131,DHL
S500978,PO102986,30-01-2025,329,Rail
S500979,PO101533,19-02-2025,100,Local
S500980,PO101656,03-06-2025,256,Local
S500981,PO100225,14-05-2025,49,Rail
S500982,PO100104,27-11-2025,63,Local
S500983,PO101997,18-02-2025,311,Sea
S500984,PO100771,30-09-2025,290,FedEx
S500985,PO100428,23-03-2025,105,Local
S500986,PO100433,05-02-2025,105,Rail
S500987,PO101230,15-10-2025,325,Rail
S500988,PO102729,13-05-2025,15,Rail
S500989,PO102635,26-07-2025,175,UPS
S500990,PO100865,19-04-2025,259,Sea
S500991,PO102793,11-03-2025,211,Sea
S500992,PO102911,25-01-2025,259,UPS
S500993,PO102415,05-03-2026,102,Sea
S500994,PO100250,27-03-2025,260,UPS
S500995,PO102906,06-05-2026,344,Sea
S500996,PO100855,05-03-2025,159,UPS
S500997,PO101193,18-05-2025,45,UPS
S500998,PO100560,29-06-2025,301,Sea
S500999,PO101469,20-07-2025,251,UPS
S501000,PO102341,13-03-2025,331,Sea
S501001,PO100918,19-07-2025,165,UPS
S501002,PO101173,07-03-2025,193,Rail
S501003,PO100432,20-06-2025,9,DHL
S501004,PO102106,04-10-2025,374,Sea
S501005,PO100968,22-06-2025,65,UPS
S501006,PO100835,20-04-2025,387,Rail
S501007,PO102246,11-02-2025,282,DHL
S501008,PO102262,06-11-2025,181,UPS
S501009,PO100897,19-11-2025,282,DHL
S501010,PO100471,02-03-2026,279,Sea
S501011,PO100246,14-04-2025,30,DHL
S501012,PO102429,14-10-2025,266,FedEx
S501013,PO100990,27-09-2025,328,Local
S501014,PO100926,01-04-2025,217,FedEx
S501015,PO101191,16-06-2025,320,Sea
S501016,PO102607,11-04-2025,399,Sea
S501017,PO101074,27-07-2026,379,DHL
S501018,PO101834,15-08-2025,105,Rail
S501019,PO100688,26-08-2025,184,UPS
S501020,PO102427,22-01-2026,330,Local
S501021,PO102521,15-02-2025,148,UPS
S501022,PO102744,01-05-2025,105,Rail
S501023,PO101484,27-04-2025,47,Sea
S501024,PO102958,14-02-2025,87,Local
S501025,PO100959,26-06-2025,309,FedEx
S501026,PO100477,24-04-2025,129,Sea
S501027,PO102973,21-07-2025,,Sea
S501028,PO100706,06-04-2025,314,DHL
S501029,PO102901,01-08-2025,147,Rail
S501030,PO101137,16-05-2025,72,DHL
S501031,PO100753,10-04-2025,140,DHL
S501032,PO102550,11-03-2025,27,UPS
S501033,PO101659,26-03-2025,29,Sea
S501034,PO102864,10-04-2025,271,Rail
S501035,PO100587,19-05-2025,174,DHL
S501036,PO101334,12-04-2026,253,FedEx
S501037,PO101492,16-05-2025,385,Local
S501038,PO101847,10-03-2025,60,Rail
S501039,PO102755,18-03-2025,,UPS
S501040,PO100206,13-03-2025,220,Rail
S501041,PO102198,31-05-2025,259,Sea
S501042,PO102715,24-03-2025,371,UPS
S501043,PO102575,30-05-2025,146,Local
S501044,PO100164,14-02-2025,52,FedEx
S501045,PO102964,20-09-2025,60,DHL
S501046,PO101998,15-01-2025,34,Rail
S501047,PO102084,13-04-2025,96,UPS
S501048,PO100332,05-02-2025,89,Local
S501049,PO100402,20-04-2025,316,DHL
S501050,PO100413,09-05-2025,231,Local
S501051,PO100044,04-03-2025,275,FedEx
S501052,PO102253,05-10-2025,246,DHL
S501053,PO100061,22-03-2025,111,DHL
S501054,PO102467,19-01-2025,234,DHL
S501055,PO100867,19-03-2025,278,UPS
S501056,PO101491,03-04-2025,166,DHL
S501057,PO102867,24-07-2025,128,Local
S501058,PO100018,24-03-2025,237,UPS
S501059,PO100364,31-01-2026,291,DHL
S501060,PO102475,12-09-2025,107,Local
S501061,PO101140,06-08-2025,128,Local
S501062,PO100579,19-04-2025,195,Rail
S501063,PO100545,10-03-2025,339,Local
S501064,PO101729,27-06-2025,394,Sea
S501065,PO102372,11-07-2025,143,FedEx
S501066,PO100054,03-07-2025,395,DHL
S501067,PO100777,12-08-2025,111,DHL
S501068,PO100041,16-05-2025,90,DHL
S501069,PO101320,18-04-2025,251,Local
S501070,PO100230,11-08-2025,280,Local
S501071,PO100452,07-04-2025,333,DHL
S501072,PO102441,23-05-2025,224,Sea
S501073,PO101545,01-05-2025,101,UPS
S501074,PO101381,19-04-2025,132,UPS
S501075,PO101467,20-05-2025,13,FedEx
S501076,PO101151,17-09-2025,98,Rail
S501077,PO102738,13-02-2026,120,FedEx
S501078,PO102439,17-03-2025,293,DHL
S501079,PO101216,27-01-2025,304,DHL
S501080,PO102651,01-05-2025,199,DHL
S501081,PO100880,28-02-2025,1,Rail
S501082,PO100084,21-03-2025,60,Local
S501083,PO101053,06-09-2025,250,Rail
S501084,PO100048,04-05-2025,140,FedEx
S501085,PO101168,13-02-2025,,Local
S501086,PO100068,26-03-2025,395,Local
S501087,PO102744,06-05-2025,44,FedEx
S501088,PO102526,27-03-2025,371,Local
S501089,PO102867,30-07-2025,186,UPS
S501090,PO101701,25-03-2025,108,FedEx
S501091,PO101598,09-03-2025,44,FedEx
S501092,PO102194,19-02-2025,78,UPS
S501093,PO101869,28-06-2025,226,Rail
S501094,PO101015,06-12-2025,162,Rail
S501095,PO102656,25-08-2025,281,Rail
S501096,PO100445,29-12-2025,253,Local
S501097,PO102268,17-04-2025,132,UPS
S501098,PO101401,14-03-2025,372,FedEx
S501099,PO102142,22-07-2025,375,FedEx
S501100,PO100261,06-08-2026,144,FedEx
S501101,PO101848,19-11-2025,266,Local
S501102,PO100896,19-04-2025,109,Local
S501103,PO101094,18-03-2025,194,Sea
S501104,PO102266,06-06-2025,35,Rail
S501105,PO101556,14-06-2025,390,Sea
S501106,PO100091,26-07-2025,275,Sea
S501107,PO100126,04-10-2025,187,Local
S501108,PO100079,06-02-2025,243,Rail
S501109,PO101847,26-02-2025,264,Rail
S501110,PO100982,24-03-2025,10,FedEx
S501111,PO100915,01-04-2025,166,Local
S501112,PO102533,01-02-2025,29,Rail
S501113,PO100693,10-03-2025,271,Sea
S501114,PO100024,26-04-2025,87,UPS
S501115,PO100155,24-02-2025,23,UPS
S501116,PO102679,02-05-2025,210,Local
S501117,PO101812,04-04-2025,46,FedEx
S501118,PO101553,09-11-2025,28,FedEx
S501119,PO101966,21-03-2025,26,Rail
S501120,PO101733,22-04-2025,266,Local
S501121,PO101080,18-08-2025,175,UPS
S501122,PO101628,28-02-2025,4,Sea
S501123,PO100018,21-03-2025,311,Rail
S501124,PO101407,26-04-2025,322,Sea
S501125,PO101216,13-02-2025,67,Rail
S501126,PO102284,08-02-2025,135,DHL
S501127,PO101410,20-03-2025,55,Sea
S501128,PO100276,29-08-2025,31,Local
S501129,PO100744,07-04-2025,74,Sea
S501130,PO100551,13-10-2025,19,Sea
S501131,PO101176,12-09-2025,156,Rail
S501132,PO100638,18-03-2025,337,UPS
S501133,PO100236,09-04-2025,156,DHL
S501134,PO100997,25-02-2025,147,Sea
S501135,PO102102,26-02-2025,87,UPS
S501136,PO102003,18-03-2025,20,FedEx
S501137,PO101459,19-06-2025,269,DHL
S501138,PO102731,28-05-2025,333,DHL
S501139,PO102156,17-02-2025,43,Rail
S501140,PO101207,07-04-2025,395,Sea
S501141,PO101391,10-02-2025,399,FedEx
S501142,PO102006,11-04-2025,306,Rail
S501143,PO101221,20-03-2025,28,Local
S501144,PO101394,02-04-2025,260,UPS
S501145,PO100372,14-03-2025,22,UPS
S501146,PO101520,20-02-2025,375,Rail
S501147,PO102248,05-06-2025,101,UPS
S501148,PO100848,06-05-2025,39,Sea
S501149,PO102556,30-04-2025,290,UPS
S501150,PO101345,27-03-2025,353,Sea
S501151,PO102322,05-06-2025,300,Local
S501152,PO102258,28-02-2025,170,FedEx
S501153,PO100503,27-08-2025,296,DHL
S501154,PO100702,18-03-2025,353,Rail
S501155,PO102089,04-05-2025,396,Rail
S501156,PO100314,03-09-2025,130,Sea
S501157,PO102835,09-01-2026,156,Local
S501158,PO102376,07-04-2025,74,Local
S501159,PO101040,01-05-2025,342,DHL
S501160,PO100282,04-05-2025,90,FedEx
S501161,PO102990,21-02-2025,67,Rail
S501162,PO100257,02-08-2025,236,Sea
S501163,PO100574,22-09-2025,200,Local
S501164,PO100573,01-06-2025,332,Rail
S501165,PO102659,23-06-2025,227,Sea
S501166,PO101042,19-02-2025,348,UPS
S501167,PO101552,09-10-2025,233,Rail
S501168,PO102884,01-03-2025,,FedEx
S501169,PO100422,08-02-2025,86,Sea
S501170,PO101489,12-05-2025,102,FedEx
S501171,PO101396,15-05-2025,214,Rail
S501172,PO100757,17-05-2025,108,UPS
S501173,PO102810,26-02-2025,165,FedEx
S501174,PO101104,23-11-2026,91,Local
S501175,PO101574,24-02-2025,192,Sea
S501176,PO102471,02-04-2026,335,Rail
S501177,PO100428,05-04-2025,86,UPS
S501178,PO102021,23-04-2025,222,Local
S501179,PO100203,25-11-2025,363,Rail
S501180,PO102243,23-11-2026,101,UPS
S501181,PO102775,07-04-2025,226,Local
S501182,PO102332,17-06-2025,364,FedEx
S501183,PO101992,12-06-2025,60,Rail
S501184,PO102243,15-11-2026,250,Rail
S501185,PO100306,27-05-2025,48,FedEx
S501186,PO101687,31-05-2025,117,DHL
S501187,PO100013,04-02-2025,227,Local
S501188,PO101860,22-07-2025,362,FedEx
S501189,PO101961,07-04-2025,33,Rail
S501190,PO101080,01-09-2025,44,Local
S501191,PO100722,26-01-2025,165,Local
S501192,PO100779,18-06-2025,368,DHL
S501193,PO101233,26-01-2025,345,Rail
S501194,PO100528,01-02-2025,292,UPS
S501195,PO100797,02-05-2025,337,DHL
S501196,PO100343,14-03-2025,344,DHL
S501197,PO101302,03-02-2025,386,UPS
S501198,PO100208,09-03-2025,287,UPS
